profile_id,user_id,sex,age,start_weight,goal_weight,height,activity_level,daily_calorie_deficit,diet_type,sunday_protein,sunday_carbs,sunday_fat,monday_protein,monday_carbs,monday_fat,tuesday_protein,tuesday_carbs,tuesday_fat,wednesday_protein,wednesday_carbs,wednesday_fat,thursday_protein,thursday_carbs,thursday_fat,friday_protein,friday_carbs,friday_fat,saturday_protein,saturday_carbs,saturday_fat,is_active,created_at
1,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,M,62,230.00,168.00,69.00,ModeratelyActive,800,High Metabolic,40.00,10.00,50.00,40.00,10.00,50.00,35.00,35.00,30.00,35.00,45.00,20.00,40.00,10.00,50.00,35.00,35.00,30.00,35.00,45.00,20.00,true,2026-08-08 18:48:06.543984+00
